id,date,time,agency,subagency,location,purpose,notes
135889,6/26/2020,9:00 AM,Higher Education Policy Commission,,By Conference Call,To conduct regular business.,
135899,6/15/2020,4:00 PM,New River Gorge Regional Development Authority,,Zoom Meeting,Board Meeting,
135893,6/17/2020,10:00 AM,WV Solid Waste Management Board,WV Solid Waste Management Board Finance Committee,Conference Call 651-369-9486 Access code 303661,Aggregate amount of grant funds available for the FY 2021 Grant Program and FY 2022 proposed Budget.  Agenda available by email jayne.a.arthur@wv.gov,
135894,6/17/2020,10:30 AM,WV Solid Waste Management Board,WV Solid Waste Management Board Grants Committee,Conference Call 651-369-9486 access code 303661,FY 2021 SWMB Grant ProgramAgenda available by email jayne.a.arthur@wv.gov,
135895,6/17/2020,11:00 AM,WV Solid Waste Management BoardWV Solid Waste Management Board,,Conference Call 651-369-9486 Access code 303661,Regular Board Meeting.  The agenda is available by emailing jayne.a.arthur@wv.gov,
135897,6/17/2020,12:00 PM,Board of GovernorsEastern WV Comm. & Tech. College,,Virtual Meeting,Regularly Scheduled Meeting.  Virtual meeting link here: https://www.easternwv.edu/about-eastern/board-governors/board-meetings ,
135896,6/17/2020,12:15 PM,Board of DirectorsPublic Defender Corporation for the 30th Judicial Circuit,,PD30 Conf Room,General Board Meeting,
135898,6/30/2020,11:00 AM,Board of Landscape Architects,,179 Summers St Suite 715 Charleston WV 25301,Regular Board Business,
135901,6/17/2020,12:00 PM,WV Real Estate Appraiser Licensing and Certification Board, Safety Committee,"Due to the COVID-19 crisis, this meeting will be held via Zoom.","Review privacy policies, safety training, security awareness, and confidentiality agreement.",
135908,6/15/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
135904,6/15/2020,2:00 PM,Board of Governors,BridgeValley Community & Technical College Rules Committee,"VIA Teleconference 1-877-309-8671, code: 522892# ",Review of Rule B-14,
135910,6/16/2020,10:00 AM,SERCWV Emergency Management,,Electronically meeting by calling in on: 16812456817 passcode 521263544,To review proposed SERC rule changes,This is an emergency meeting.
135902,6/17/2020,10:00 AM,"Health and Human Resources, West Virginia Department ofWest Virginia Medical Cannabis Advisory Board",,Virtual Meeting. Instructions to join will be posted at www.medcanwv.org,Medical Cannabis program and legislative updates. ,
135906,6/17/2020,11:00 AM,Athletic Commission,,"Conference call at 900 Pennsylvania Ave, Charleston, WV",Approve minutes of previous meeting;Review available updates on COVID-19 policies as they apply to WV Athletic Commission sanctioned events;Enact schedule of penalties for conducting and/or advertising unsanctioned events.,
135903,6/17/2020,3:00 PM,Governor's Council on Substance Abuse Prevention and Treatment,West Virginia DHHR Office of Drug Control Policy,This meeting will be held via Zoom; Please contact Dora Radford @ dora.l.radford@wv.gov to obtain dial in instructions. Please visit https://dhhr.wv.gov/office-of-drug-control-policy/gov-council/Pages/default.aspx to view the agenda.,Regular meeting of the Council.,
135907,6/20/2020,3:00 PM,Calhoun County Solid Waste Authority,N/A N/A,Cabot Recycling Station 2427 West Little Kanawha Highway Grantsville. WV 26147,monthly meeting,
135911,6/23/2020,1:00 PM,Whitewater Commission,Division of Natural Resources Law Enforcement,"River Expeditions 900 Broadway Avenue Oak Hill, WV 25901",Quarterly Meeting,
135905,6/24/2020,12:00 PM,Board of DirectorsPublic Defender Corporation 23rd Circuit,,"HEATHERFIELDS RESTAURANT HOLIDAY INN 301 FOXCROFT AVE MARTINSBURG, WV 25401",SCHEDULED BOARD MEETING,
135916,6/17/2020,12:00 PM,LotteryLottery,,Lottery Commission monthly conference call meeting to be held via teleconference. Please dial-in: 1-877-278-2734 PIN 732018.,Set the agenda for the June 2020 monthly business meeting.,
135914,6/17/2020,3:00 PM,Chancellor Search CommitteeWest Virginia Higher Education Policy Commission,,By conference call. ,Regular meeting of the Committee. ,
135913,6/18/2020,8:00 AM,Board of Governors Mountwest Community & Technical College ,,Zoom Meeting Link: https://zoom.us/j/99903749359?pwd=OVJLZW81NmtoOGtpM1B0c0dHQTlQUT09 Meeting ID: 999 0374 9359 Password: 213777 ,"Regularly scheduled Board of Governor Meeting. The Agenda will be emailed to IBOG, Mountwest Faculty & Staff and will be available on our website: www.mctc.edu",
135912,6/29/2020,1:00 PM,Veterinary Medicine WV Board of ,,"SKYPE/TELECONFERENCE CALL WV Board of Veterinary Medicine 5509 Big Tyler Road, Suite 3 Cross Lanes, WV 25313 ",Consideration of InLumon Contract ,
135921,6/17/2020,9:00 AM,West Virginia Broadband Enhancement Council,,Conference Call Phone: 1-681-245-6817 ID: 772235867#,Working session to review FirstEnergy Broadband Feasibility Study.,
135920,6/18/2020,10:00 AM,West Virginia Economic Development AuthorityEconomic Development Authority,,Telephone Meeting Dial in information 1(571)317-3122 Access Code: 977-466-181,"Regular monthly meeting.  The board will also consider and take action on matters including but not limited to the following: (1) a Resolution authorizing Macys Logistics, LLC to grant a deed of trust lien on its leasehold estate in certain real property located in Martinsburg, Berkeley County, West Virginia, leased from the West Virginia Economic Development Authority pursuant to that certain lease agreement dated June 21, 2012 by and between the West Virginia Economic Development Authority, as Lessor, and Macys Logistics, LLC, as Lessee, in favor of the Deed of Trust Trustee named therein for the benefit of U.S. Bank, National Association, as Trustee and Collateral Trustee, to secure certain obligations of Macys, Inc. and other parties guaranteeing such obligations, and authorizing the Chairman or other designated officers of the Authority to execute and deliver such related documents, certificates or instruments that such authorized officer deems necessary or desirable in connection therewith and to take such actions as may be necessary, convenient, desirable or proper in connection therewith; (2) a Resolution authorizing certain technical amendments to existing bond documents relating to the Authoritys previously authorized $16,000,000 West Virginia Economic Development Authority Lease Revenue Bonds (Hino Motors Manufacturing U.S.A., Inc. Project) Series 20008 (2008 Bonds) and $25,000,000 West Virginia Economic Development Authority Lease Revenue Bonds (Hino Motors Manufacturing U.S.A., Inc. Project) Series 2017 (2017 Bonds) (collectively, Bond Documents), such amendments to include, without limitation, amendments (A) to add and confirm additional location (at the site of former Clearwater Creek Facility in Wood County, West Virginia), (B) to clarify, ratify, approve and confirm processes and procedures for replacing worn out and or obsolescent plant machinery and equipment and personal property with new and/or replacement machinery and equipment and personal property, to clarify bond redemption provisions, and (C) to make such other technical and/or clarifying amendments to such documents as Bond Counsel (Bowles Rice LLP) and Authority Counsel (Spilman Thomas & Battle PLLC) determine to be necessary or appropriate (subject to such approval of bondholders of the 2008 Bonds and the 2017 Bonds, as may be required under said Bond Documents)To promote and protect the safety of both the public and the Authoritys staff in light of the COVID-19 pandemic, in lieu of physical presence by the public, attendance will be solely by telephone. All those wishing to participate may call 1-571-317-3122, Access Code: 977-466-181. ",
135923,6/19/2020,8:30 AM,West Virginia University Board of Governors, Joint Finance and Facilities and Revitalization/Strategic Plans and Initiatives Committee Meeting,Teleconference: Dial 888-394-8197; Code: 916691,"1. Call to Order; 2. Approve minutes from May 1, 2020 Joint Finance andFacilities and Revitalization/Strategic Plans and Initiatives Committee Meeting; 3. Potential Executive Session under authority in West Virginia Code Sections 6-9A-4(b), (b)(9), and (b)(12) to discuss confidential, preliminary summary of the following: (a) Deliberative matters regarding Fiscal Year 2020 and 2021 budgets, including current year retention and enrollment; (b) Matters relating to improvements to, or potential contractual relationships regarding facilities, infrastructure, and real property; (c) Potential strategic initiatives relating to academic health sciences priorities, corporate collaboration, and legislative and regulatory matters; and, (d) Confidential legal, personnel, and deliberative matters relating to West Virginia Universitys ongoing response to the COVID-19 pandemic; 4. Motion to Rise from Executive Session; 5. Possible discussion and/or action emanating from Executive Session  if any; and 6. AdjournmentOther items may become apparent or need attention and may be added to the business agenda of the meeting; attention is called to the fact that the agenda of the meeting will be available three days in advance by calling 304-293-2562 or at the website: http://bog.wvu.edu/ - items of interest may be added to the agenda up to 48 hours prior to the date of meeting.",
135917,6/19/2020,10:00 AM,Racing Commission,,Conference Call Number - 312.757.3111 Access Code - 638912285,Regular monthly meeting. Agenda will be posted. ,
135925,6/19/2020,12:45 PM,West Virginia University Board of Governors, Regular Board meeting,This meeting will be conducted remotely with participant information posted to the WVU Board of Governors website prior to the meeting ,"1. Call to Order; 2. Academic Affairs Updates; 3. Discussion/Action related to Approval of FY 2021 Budget; 4.  Discussion/Action related to Approval of 2020-2021 Tuition and Fees; 5.  Discussion/Action related to Monongahela Boulevard Rockslide Remediation; 6. Discussion/Action related to Sodexo Summer 2020 Capital Projects; 7. Approval of minutes of the May 1, 2020 Regular Meeting and June 2, 2020 Special Board Meeting; 8. Committee Reports for June 19, 2020 Joint Finance and Facilities and Revitalization/Strategic Plans and Initiatives Committee Meeting and Nominating Committee; 9. Presidents Report; 10.Information Items (Written Only) for a. Capital Projects Update, b. Report of Real Property Transactions  Third Quarter of FY 2019-2020, c. Promotion and Tenure Reports and d. Annual Report of the Student Government Association Representative to the Board of Governors; 11. Consent Agenda (for Board Review and Action) for: a. Proposed Amendment and Extension of Special Emergency Leave Plan, b. Sale of Interest in Estate Assets; c.  Termination of the Major in Elementary Education/Advanced in the Master of Arts in Education within the College of Education and Human Services, d. Termination of the Major in Higher Education Curriculum and Teaching in the Master of Arts in Education in the College of Education and Human Services, e. Termination of Doctor of Philosophy (PhD) in Biostatistics in the School of Public Health, f. Approval of Undergraduate Program Review Recommendations, g. Approval of Graduate Program Review Recommendations, and h. Appointment to County Extension Committees; 12. Discussions Emanating from Executive Session  if any; 13. Other Business and General Discussion; and 14. AdjournmentOther items may become apparent or need attention and may be added to the business agenda of the meeting; attention is called to the fact that the agenda of the meeting will be available three days in advance by calling 304-293-2562 or at the website: http://bog.wvu.edu/ - items of interest may be added to the agenda up to 48 hours prior to the date of meeting.",
135924,6/23/2020,11:00 AM,West Virginia Investment Management Board, Private Equity Committee,"WV Investment Management Board 500 Virginia Street, East - Suite 200 Charleston, WV 25301 ","Consider Investment In:LLR Equity Partners VI, LP",
135922,6/24/2020,12:00 PM,"Medicine, Board of ", Executive/Management Committee,"The Board office remains closed to the public. Public meetings scheduled in June 2020 will primarily be held via virtual platform. If you wish to attend, please contact the Executive Director at Mark.A.Spangler@wv.gov for instructions. ",The general purpose of this meeting is to discuss and transact business of the West Virginia Board of Medicine.,
135928,6/16/2020,9:00 AM,"Registered Professional Nurses, Board of", Board,AT&T TeleConference Toll-Free: 888-240-3210 Access Code: 1682397 ,Special requests from WV Junior College and WV Association of Nurse Anesthetists.,This is an emergency meeting.
135927,6/17/2020,1:00 PM,Gilmer County Board of Health,Gilmer County Health Department Local Health,"809 Medical Drive Suite 3 Glenville, WV 26351",Regular Meeting,
135926,6/23/2020,1:30 PM,Environmental Protection Advisory CouncilDepartment of Environmental Protection,,Virtual meeting via Zoom: https://us02web.zoom.us/j/86094045535 Meeting ID: 86094945535 Phone call in: 301-715-8592,Regular quarterly meeting of the Council,
135935,6/24/2020,1:00 PM,Marshall University Board of Governors,Marshall University Athletic Committee,Teams Microsoft Meeting. ,Regularly scheduled Athletic Committee Meeting for updates and upcoming items for the Board Meeting on 6/25/2020,
135930,6/24/2020,1:00 PM,Public Employees Grievance Board, Board Meeting,"1701 5th Avenue, Suite 2 Charleston, WV 25387","To conduct routine business. The Agenda will be posted on the Board's website, www.pegb.wv.gov, at least three days prior to the meeting.",
135933,6/25/2020,1:00 PM,Complete Streets Advisory Board,,"Capitol Complex Building 5, Room 122 Charleston, WV 25305",Conduct the business of the Board,
135934,6/25/2020,1:00 PM,State Personnel BoardDivision of Personnel,,This meeting will be held by telephone. The public can join using the information on the agenda which will be posted on the Division of Personnel website: www.personnel.wv.gov prior to the actual meeting date.,Regular monthly meeting of the State Personnel Board. The Agenda may be found on the Division of Personnel website prior to the actual meeting date at www.personnel.wv.gov,
135929,6/29/2020,10:00 AM,WV Bureau for Public Health - PHHS Block Grant,Contact:  Bruce W. Adkins at 304-356-4203 Office of Community Health Services and Health Promotion,"On-Line Virtual Meeting Meeting links: Join meeting at: https://meet.lync.com/westvirginiaot/a005658/S1WBR80S Dial-In Number:     +1 - 681-245-6817, 619993572#               Conference ID: 619993572 ","The Preventive Health and Health Services (PHHS) Block Grant is the primary source of non-categorical Federal funding that provides recipients the latitude to fund projects for any of the established national health objectives available in the nations Healthy People 2020 health improvement plan.The PHHS Block Grant is used to support clinical services, preventive screening, laboratory support, outbreak control, workforce training, public education, data surveillance, and program evaluation targeting such health problems as cardiovascular disease, cancer, diabetes, emergency medical services, injury and violence prevention, infectious disease, environmental health, community fluoridation, and sex offenses. activities.The states depend on the PHHS Block Grant to support public health funding where no other adequate resources are available.States invest their PHHS Block Grant dollars in a variety of public health areas. PHHS Block Grant dollars are used to support existing programs, implement new programs, and respond to unexpected emergencies.",
135931,6/30/2020,10:00 AM,West Virgina Department of Agriculture,West Virginia Department of Agriculture Animal Health Division,Teleconference Virtual Meeting Call-In Number 1-304-306-8651 Meeting ID 518432621,Annual Livestock Markets Meeting,
135932,6/30/2020,5:00 PM,Board of Directors,Raleigh County Publc Defender Corp 10th Judicial Circuit,"220 N. Kanawha Street, Suite 2 Beckley, WV 25801",Quarterly Board Meeting,
135936,6/22/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
135943,6/24/2020,12:00 PM,Hospital Finance Authority,,"Second Floor Conference Room 2nd Floor of the West Virginia State Treasurers Office. 322 70th Street,SE Charleston WV 25304","Notice is hereby given that the West Virginia Hospital Finance Authority (the Authority) will conduct a special meeting on Wednesday, June 24, 2020, at 12:00 noon in the Notice is hereby given that the West Virginia Hospital Finance Authority (the Authority) will conduct a special meeting on Wednesday, June 24, 2020, at 12:00 noon in the second-floor conference room in the West Virginia State Treasurers office located at 322 70th Street, SE, Charleston, West Virginia and by teleconference.  The teleconference information is as follows: Call In # 1-800-466-8543; Enter the code 285355.  Members of the public may join the meeting by teleconference.The purposes for which this meeting is being held and the agenda for the meeting will include the following items:1.Call to Order.2.Reading and Approval of Minutes for the meeting held on February 6, 2020.3.Discussion of and action upon inducement resolution approving in concept the issuance of the Authoritys revenue refunding bonds in one or more series in an aggregate principal amount not to exceed $65,000,000 to refund all or a portion of the Authoritys Hospital Revenue Bonds (Thomas Health System, Inc.) Series 2008.4.Discussion of the issuance of the Authoritys revenue refunding bonds in one or more series in an aggregate principal amount not to exceed $20,000,000 to refund all or a portion of the Authoritys outstanding Hospital Revenue Refunding Bonds (Valley Health System Obligated Group) Series 2014.5.Update on recent legislation.6.Discussion of and possible action on budgetary matters.7.Discussion of letter received from the West Virginia Legislature Performance Evaluation and Research Division.8.Discussion of any other upcoming bond issues of the Authority.The teleconference information is as follows: Call In # 1-800-466-8543; Enter the code 285355.  Members of the public may join the meeting by teleconference.The purposes for which this meeting is being held and the agenda for the meeting will include the following items:1.Call to Order.2.Reading and Approval of Minutes for the meeting held on February 6, 2020.3.Discussion of and action upon inducement resolution approving in concept the issuance of the Authoritys revenue refunding bonds in one or more series in an aggregate principal amount not to exceed $65,000,000 to refund all or a portion of the Authoritys Hospital Revenue Bonds (Thomas Health System, Inc.) Series 2008.4.Discussion of the issuance of the Authoritys revenue refunding bonds in one or more series in an aggregate principal amount not to exceed $20,000,000 to refund all or a portion of the Authoritys outstanding Hospital Revenue Refunding Bonds (Valley Health System Obligated Group) Series 2014.5.Update on recent legislation.6.Discussion of and possible action on budgetary matters.7.Discussion of letter received from the West Virginia Legislature Performance Evaluation and Research Division.8.Discussion of any other upcoming bond issues of the Authority.",
135946,6/25/2020,9:00 AM,Marshall University Board of Governors,Marshall University Academic & Student Affairs Committee,Teams Microsoft Meeting,Regularly scheduled Academic and Student Affairs Committee Meeting for updates and upcoming items for the Board Meeting which follows.,
135944,6/25/2020,9:00 AM,Marshall University Board of Governors,"Marshall University Finance, Audit and Facilities Planning Committee Mtg",Teams Microsoft Meeting,"Regularly scheduled Finance, Audit and Facilities Planning Committee Meeting for updates and upcoming items for the Board Meeting that follows.",
135942,6/25/2020,9:00 AM,SERCWV Emergency Management,,Electronically meeting by calling in on: 1-681-245-6817 Passcode 521263544,To go over updates and changes to Legislative Rules,
135945,6/25/2020,10:30 AM,Marshall University Board of Governors,Marshall University Board Meeting,Teams Microsoft Meeting,Regularly scheduled Board Meeting,
135947,6/28/2020,10:00 AM,"Medicine, Board of ", Complaint Committee,"101 Dee Drive, Suite 103 Charleston, WV 25311","The general purpose of this meeting is to discuss and transact business of the West Virginia Board of Medicine, including initiation of complaints and disciplinary action relating to medical doctors, podiatric physicians, and physician assistants.",
135951,6/24/2020,11:00 AM,Athletic Commission,,"Conference Call at 900 Pennsylvania Ave, Charleston, WV",Approve minutes of previous meeting;Review policies and directives regarding COVID-19 as they apply to the operations of the Athletic Commission;Formulate and enact policies as may be needed to comply with COVID-19 directives and restrictions.,
135952,6/24/2020,11:00 AM,Lottery,Lottery Monthly Commission meeting,"Monthly business meeting to be held via teleconference. To join, please dial 1-877-278-2734 PIN 732018. ","Call to Order Approval of Minutes  Reports of the Director and staffQuestions for IGTThe Finance and Audit Committee  Approval of stock transfer ownership of Poke, Inc.Approval of Delaware North Companies, Incorporated request to enter into amendments which modify existing financing agreements.Presentation of Auditor Communications regarding Annual Financial Audit for Fiscal Year 2020.Questions regarding May Financial Statements  The Games, Rules, Security and Marketing Committee Approval of the Minimum Internal Control Standards for iGaming.Approval of policy statement granting the Director authority to approve interactive games. Approval of hardware and hardware and software of licensed or permitted video lottery terminal manufacturers.New BusinessApproval of the relicensing of 4 casinos.Approval of the relicensing of the limited gaming facility.Approval of 13 Racetrack Video Lottery Terminal Manufacturer permits.Approval of the Commission's re-permitting of sports wagering occupational licenses.Review of the Director's re-permitting of service technicians, validation managers and floor attendants.Review of the Director's re-permitting of table games occupational licensees.Review of the Director's re-permitting of limited gaming facility occupational licensees.Review of the Director's plan for re-licensing traditional lottery agents and retailers.Approval of Penn Sports Interactive, LLC as Sports Wagering Management Services Provider.Approval of PXP Financial Inc. as a Sports Wagering Supplier.Approval of CAMS, LLC., dba CentralAMS as Sports Wagering Supplier.Approval of Swish Analytics West Virginia, Inc. as a Sports Wagering Supplier.Approval of Novomatic Americas Sales, LLC as Table Games and Limited Gaming Facility Supplier.Approval of Novomatic AG as Table Games and Limited Gaming Facility Supplier. Choose the date and location for the July 2020 Commission meeting.  Adjourn.",
135948,6/24/2020,4:30 PM,Board of Directors28TH Judicial Circuit Public Defender Corporation,,"Office of the Public Defender 723 Main Street Summersville, WV 26651",The purpose of this meeting is to discuss the roof issue.,This is an emergency meeting.
135953,6/25/2020,1:30 PM,WV Science and Research Council,WV Higher Education Policy Commission Division of Science and Research,"via conference call 1-646-558-8656, Meeting ID: 910 7738 3872 Password: 141796 ",regular meeting of the Council ,
135950,6/30/2020,1:00 PM,West Virginia Consolidated Public Retirement Board, Outside Legal Services Committee,This meeting will be held via telephone conference call. The public call-in telephone number is 800-244-2500 and the participation code is 2870997#,To conduct regular business.,
135961,6/22/2020,1:00 PM,Board of GovernorsPierpont Community & Technical College,,Zoom conference meeting,Executive Session - Budget Assessments,This is an emergency meeting.
135962,6/30/2020,1:00 PM,Rural Rehabilitation Loan CommitteeWV Department of Agriculture,,Virtual Meeting in TEAMS Call in information 1-304-306-8651 Conference ID 684 360 990#,To get additional information from potential borrower regarding loan application.,
135968,6/23/2020,10:00 AM,WV State Fire Commission,,Due to Covid 19 precautions this will be a call in meeting only. Dial 605-313-5111 Enter access code 237807 Announce your name.,Emergency Meeting Regarding Chesapeake VFD.,This is an emergency meeting.
135967,6/24/2020,9:00 AM,Pocahontas County Community Criminal Justice Board121013,,"Day Report 300 A Second Avenue Marlinton, WV 24954",Meeting on Staff issues,
135966,6/26/2020,10:00 AM,Family Protection Services Board ,, https://psimedinc.zoom.us/j/95210232969,Monthly Meeting ,
135970,6/30/2020,9:00 AM,Enterprise Resource Planning Board,,"Will be held telephonically. To access the meeting, dial (304) 097-8669; PIN 833 097 528#",Regular Board Meeting,
135971,6/29/2020,10:30 AM,WV Parkways Authority,,"WVPA Administration Building 3310 Piedmont Road Charleston, WV 25306 ","To consider and act upon all matters that may properly come before a meeting of the Parkways Authority Board.  These matters may include discussion of and possible Board action on the following:  Approval of the minutes of the February 28, 2020 and the April 9, 2020 Board Meetings; Approval for HNTB to design the following projects:  1) BP-2-21  Painting various bridges in Princeton, Mercer County, WV;  2) TC-1-21  Tree Cutting at various locations along the Turnpike;  3) 2A-20  Paving 1-mile Northbound section north of Bluestone Plaza; and 4) BDR-1-22  Bridge Deck Replacement for Bridge 3008S at MP 16.93S near the Bluestone Travel Plaza;  Approval to purchase the following equipment:  1) Two (2) Full Size 4-Wheel Drive 4-Door Utility Vehicles and 2) One (1) Truck Mounted Aerial Device; Discussion and/or approval/adoption of the following:  1)  HNTB Draft Annual Report; 2) Parkways Draft Operating Budget for FY 7/1/2020  6/30/2021; and 3) Resolution of investments, pursuant to the most current Parkways Authority Investment Policy, and in accordance with the Master Trust Indenture governing investment for the 2018 Senior Lien Turnpike Toll Bonds;  Discussion and/or approval of Three (3) Kanawha County Regional Development Authority (KCRDA) User Agreements with West Virginia American Water (WVAW) to supply potable water to Parkways Authority from the KCRDA water extension system for Morton Travel Plaza, Section 3 Maintenance Facility, and Rest Area at M.P. 69;  Discussion and/or approval of the following purchases:  1) Four (4) 6500 Gallon Capacity Liquid Storage Double Wall Tanks;  2) Crash Data Reconstruction Kit for State Police Troop 7;  3) Lighted Sequential LED Chevron and Curve Signs; 4) Roadway and Facility Sign Sheeting and Materials;  and 5) Car Fleet Wash System with Product and Services;  Discussion and/or approval of the following:  1) Cross America, Service Station Operator for Parkways Authority, Rent Reduction Request;  2) Safe Phone Zone Sponsor & Toll Booth Sponsorship Proposal; and 3) Investment Management Services & Agreement Addendum (to the extent not covered under the Agenda item above dealing with investments); Approval of the following contracts: 1) Bridge Facility Retrofit (BFR) Contract  2nd Year;  2) Change Order to Guardrail Contract for Accident Repairs;  3) BSR-1-21  Shotcrete Repairs for Various Specified Bridges on the Turnpike;  4) GGC-1-20  Ghent Gas Canopy Replacement;  5) BP-1-21  Bridge Spot Painting  Marmet North/South Bridges;  6) FD-1-20  Pavement Rehabilitation  Full Depth Concrete Repairs at Various Specified Locations on the Turnpike;  7) 1A-20 - Mill and Inlay Paving at Specified High Priority Areas of the Turnpike;  8) Bluestone Bridge Inspection Rigging Support Services  I-77/64 Mile 17.5; and 9) BDO-1-20  Protective Bridge Deck Milling and Overlay of Bridge 3055S at M.P. 62.66;  and other items which may become apparent or need attention and may be added to the business agenda of the meeting; attention is called to the fact that the agenda of the meeting will be available three days in advance by calling 304-926-1900 or at the website www.wvturnpike.com; items of business may be added to the agenda up to 48 hours prior to the date of the meeting.  The Authority reserves the right to go into Executive Session for appropriate and lawful reasons upon proper motion and vote. ",
135972,6/30/2020,4:00 PM, Public Defender for 13th Judicial Circuit ,,"816 Quarrier St, suite 300 Charleston, WV 25301",To discuss Corporation Business as it relates to our Board of Directors and to vote on pertinent issues.,
135973,6/30/2020,4:00 PM,Board of Governors Public Defender for the 13th Judicial Circuit ,,"816 Quarrier St., Suite 300 Charleston, WV 25301",To discuss Corporation Business as it relates to our Board of Directors and to vote on pertinent issues.,
135974,6/29/2020,5:30 PM,Nicholas Co. Solid Waste Authority,,"120 Baughman Rd. Calvin, WV 26660",Regular Meeting,
135975,6/30/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
134649,7/1/2020,9:30 AM,West Virginia Infrastructure & Jobs Development CouncilCouncil Meeting,,"1009 Bullitt Street Charleston, WV 25301","Monthly Council Meeting to review water, sewer, economic development and other requests and to conduct monthly Council Business.",
135979,7/1/2020,10:00 AM,WV Department of Administration,Cabinet Secretary's Office Governor's Committee for the Purchase of Commodities and Services from the Handicapped, Via Telephone Only for the Committee and members of the public. Dial 1-681-245-6817 / Conf ID 132657269#,Regularly scheduled meeting of the Governor's Committee for the Purchase of Services from the Handicapped.,
135954,7/1/2020,1:00 PM,WV Statewide Independent Living Council, Executive Committee ,ZOOM due to COVID-19 To Join the Zoom Meeting: https://us02web.zoom.us/j/83561770359?pwd=MGkybUwwYno3SVV1WWRlSU84WkhKQT09 Meeting ID: 835 6177 0359 Password: 772474 Call in by audio: 1-646-558-8656 Meeting ID: 835 6177 0359 Password: 772474,Regular Meeting,
135980,7/2/2020,10:00 AM,Board of Governors,West Virginia State University Full Board,"Zoom Meeting https://zoom.us/j/93863979280 Meeting ID: 938 6397 9280 One tap mobile +19292056099,,93863979280# US (New York) Dial by your location     +1 929 205 6099 US (New York)     ",To conduct the business pertaining to the Presidential Search.,
135939,7/2/2020,10:00 AM,West Virginia Board of Barbers and Cosmetologists,,"1201 Dunbar Avenue, Dunbar, WV 25064",Regular Meeting,
134363,7/2/2020,10:00 AM,WV Ethics Commission,,"Via Conference Call To join, dial (517) 308-6068 PIN: 52019837# ","Consider advisory opinion requests, contract exemptions, employment exemption requests, investigative matters and miscellaneous items.  The agenda is available on Friday before the meeting at the Commission's office and online at ethics.wv.gov.",
135989,7/6/2020,4:30 PM,"Medicine, Board of", Nominating Committee,"The Board office remains closed to the public. Public meetings scheduled in July 2020 will primarily be held via virtual platform. If you wish to attend, please contact the Executive Director at Mark.A.Spangler@wv.gov for instructions.",The general purpose of this meeting is to discuss the slate of officers for President and Vice President of the Board of Medicine. ,
135985,7/7/2020,9:00 AM,State Conservation Committee,West Virginia Conservation Agency SCC Programs Sub-Committee,"Gus R. Douglass Agricultural Center at Guthrie, Charleston, WV","Agreements, Contracts, Grants, MOUs",
135996,7/7/2020,10:00 AM,"West Virginia Commission on the ArtsWest Virginia Department of Arts, Culture & History",,Virtual meeting,To vote on a Fast-Track grant application. ,
135556,7/7/2020,10:00 AM,WVCFIA,WV Courthouse Facilities Improvement Authority Board of Directors,Conference Call - Please call 304-558-5435 in advance of the meeting to participate,To consider Time Extension requests. To conduct normal business. Analyze PCard purchases. To regroup for beginning of fiscal year.,
135994,7/7/2020,11:00 AM,Marshall University Board of GovernorsMarshall University,,via Teams (Conference call),Swearing in of new members;University Naming Opportunity,
136003,7/7/2020,11:30 AM,2020 Census West Virginia Complete Count Commission,,Conference Call 712-770-4010 access code 908-139,Update on Census operations,
135987,7/7/2020,1:00 PM,State Conservation Committee,West Virginia Conservation Agency SCC Finance Sub-Committee,"Gus R. Douglass Agricultural Center at Guthrie, Charleston, WV","West Virginia Resource, Conservation and Development Grant Requests",
135988,7/7/2020,2:00 PM,State Conservation Committee,West Virginia Conservation Agency SCC Personnel Sub-Committee,"Gus R. Douglass Agricultural Center at Guthrie, Charleston, WV","WVCA Use of State Property Policy and Procedures, WVCA Uniform Clothing Policy and Procedures, WVCA Uniform Sign In/Out Form, WVCA Records Retention Policy and Procedures, and WVCA Time and Attendance Policy and Procedures",
135938,7/8/2020,9:00 AM,Education,West Virginia Board of Education WVBE Resource Committee,"Capitol Building 6, Room 353 1900 Kanawha Boulevard, East Charleston, West Virginia ","The West Virginia Board of Education Resource Committee will meet to discuss financial and associated matters. The agenda for this meeting will be posted at https://wvde.us/state-board-of-education/agendas/ at least three business days prior to the meeting. A live audio stream of the meeting will be available at http://wvde.state.wv.us/boe/live.html In accordance with current guidelines and best practices recommended by federal and state health officials, only required staff will be permitted in the meeting room. Instructions regarding the delegations portion of the agenda will be published in the agenda.",
135827,7/8/2020,10:00 AM,Capitol Building Commission,,Culture Center Media Room,quarterly meeting; agenda will be posted 3 days prior to meeting at http://www.wvculture.org/agency/capitolbuildingcommission.html,
