id,title,year,datetime,building,address,outcome
#20-02948,DRUG INCIDENT,2020,2020-10-07 20:57:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#20-02946,ASSIST EMS POLICE,2020,2020-10-07 20:45:00,PHI SIGMA KAPPA FRATERNITY,"672 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-02944,ASSIST FIRE DEPT POLICE,2020,2020-10-07 13:59:00,STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-02943,ALARM CONDITION,2020,2020-10-07 13:46:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-02942,ASSIST EMS POLICE,2020,2020-10-07 11:59:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-02941,UNSECURE BUILDING,2020,2020-10-07 10:15:00,WVU ONE WATERFRONT PLACE,"1 WATERFRONT PL, MORGANTOWN, WV",Closed - Resolved
#20-02938,DESTRUCTION OF PROPERTY,2020,2020-10-06 21:26:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Forward to Investigations
#20-02937,ALARM CONDITION,2020,2020-10-06 21:13:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-02915,INFORMATION REPORT,2020,2020-10-05 14:18:00,WVU ARNOLD HALL,"650 PRICE ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-02955,DRUG INCIDENT,2020,2020-10-08 23:34:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Citation
#20-02954,DRUG INCIDENT,2020,2020-10-08 23:28:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Unfounded
#20-02953,DRUG INCIDENT,2020,2020-10-08 22:00:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Warning
#20-02952,ASSIST EMS POLICE,2020,2020-10-08 21:54:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-02951,"PETIT LARCENY, STPL",2020,2020-10-08 21:02:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Under Investigation
#20-02950,"TRAFFIC STOP, 1054",2020,2020-10-08 20:06:00,WVU MOUNTAINLAIR,"1550 UNIVERSITY AVE, MORGANTOWN, WV",Clear by Citation
#20-03003,SUSPICIOUS PERSON,2020,2020-10-11 23:48:00,WVU LIFE SCIENCES BUILDING,"53 CAMPUS DR, MORGANTOWN, WV",Inactive
#20-03001,HIT AND RUN,2020,2020-10-11 20:06:00,IHOP - OAKLAND HALL,"475 OAKLAND ST, MORGANTOWN, WV",Forward to Investigations
#20-03000,ASSIST EMS POLICE,2020,2020-10-11 19:37:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-02999,FIRE ALARM,2020,2020-10-11 19:29:00,WVU BOREMAN RFL GARAGE,"617 NORTH SPRUCE ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-02998,DRUG INCIDENT,2020,2020-10-11 16:20:00,,"693 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Arrest
#20-02997,DESTRUCTION OF PROPERTY,2020,2020-10-11 03:34:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Lack of leads
#20-02996,"TRAFFIC STOP, 1054",2020,2020-10-11 02:17:00,,"PROSPECT ST / NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Warning
#20-02995,ASSIST FIRE DEPT POLICE,2020,2020-10-11 02:03:00,PHI SIGMA PHI FRATERNITY,"112 WAVERLY ST, MORGANTOWN, WV 26501",Inactive
#20-02994,PARTY/GATHERING,2020,2020-10-11 00:21:00,PI KAPPA ALPHA FRATERITY,"225 BELMAR AVE, MORGANTOWN, WV 26501",Inactive
#20-02993,ABCC VIOLATION,2020,2020-10-11 00:21:00,FRAT ROW,"500 N HIGH ST, MORGANTOWN, WV",Clear by Citation
#20-02992,MISC POLICE,2020,2020-10-10 22:53:00,PI KAPPA ALPHA FRATERITY,"225 BELMAR AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-02991,"TRAFFIC STOP, 1054",2020,2020-10-10 22:57:00,,"EVANSDALE DR / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02990,"TRAFFIC STOP, 1054",2020,2020-10-10 22:27:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26505",Clear by Citation
#20-02989,"TRAFFIC STOP, 1054",2020,2020-10-10 21:52:00,,"GRANT AVE / CAMPUS DR, MORGANTOWN, WV 26501",Clear by Warning
#20-02988,"TRAFFIC STOP, 1054",2020,2020-10-10 21:15:00,,"COLLEGE AVE / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02987,"TRAFFIC STOP, 1054",2020,2020-10-10 20:49:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02986,"TRAFFIC STOP, 1054",2020,2020-10-10 20:13:00,,"MORRILL WAY / FINE ARTS DR, MORGANTOWN, WV 26501",Clear by Warning
#20-02985,"TRAFFIC STOP, 1054",2020,2020-10-10 19:59:00,,"ELMER PRINCE DR / MEDICAL CENTER DR, MORGANTOWN, WV 26505",Clear by Warning
#20-02984,DRUG INCIDENT,2020,2020-10-10 18:25:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Clear by Citation
#20-02983,"TRAFFIC STOP, 1054",2020,2020-10-10 18:03:00,,"NORTH HIGH ST / WILLEY ST, MORGANTOWN, WV 26501",Clear by Warning
#20-02982,DRUG INCIDENT,2020,2020-10-10 17:28:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-02981,PARTY/GATHERING,2020,2020-10-10 17:02:00,,"650 NORTH SPRUCE ST, MORGANTOWN, WV 26501",Unfounded
#20-02980,AREA PATROL,2020,2020-10-10 13:52:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Report only
#20-02979,PARTY/GATHERING,2020,2020-10-10 02:08:00,THETA CHI FRATERNITY,"692 NORTH HIGH ST, MORGANTOWN, WV 26501",Unfounded
#20-02978,PARTY/GATHERING,2020,2020-10-09 23:53:00,SIGMA ALPHA EPSILON FRATERNITY,"117 BELMAR AVE, MORGANTOWN, WV 26501",Unfounded
#20-02977,ASSIST AGENCY,2020,2020-10-10 04:04:00,,"840 CAYTON AVENUE, MORGANTOWN, WV 26501",Closed - Resolved
#20-02976,ABCC VIOLATION,2020,2020-10-10 03:24:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Inactive
#20-02975,ABCC VIOLATION,2020,2020-10-10 02:27:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Clear by Citation
#20-02974,PARTY/GATHERING,2020,2020-10-10 01:44:00,PHI SIGMA KAPPA FRATERNITY,"672 NORTH HIGH ST, MORGANTOWN, WV 26501",Unfounded
#20-02973,"TRAFFIC STOP, 1054",2020,2020-10-10 00:50:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02972,"TRAFFIC STOP, 1054",2020,2020-10-09 22:58:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02971,"TRAFFIC STOP, 1054",2020,2020-10-09 22:50:00,,"UNIVERSITY AVE / EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#20-02970,PARTY/GATHERING,2020,2020-10-09 22:13:00,SIGMA NU FRATERNITY,"617 NORTH SPRUCE ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-02969,"TRAFFIC STOP, 1054",2020,2020-10-09 21:41:00,,"THIRD ST / GRANT AVE, MORGANTOWN, WV 26501",Clear by Citation
#20-02968,"TRAFFIC STOP, 1054",2020,2020-10-09 21:20:00,,"NORTH HIGH ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Warning
#20-02967,ASSIST EMS POLICE,2020,2020-10-09 20:07:00,,"BOUGHNER LN, MORGANTOWN, WV 26501",Closed - Resolved
#20-02966,"TRAFFIC STOP, 1054",2020,2020-10-09 19:36:00,,"PRICE ST / NEWTON AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02965,"TRAFFIC STOP, 1054",2020,2020-10-09 19:16:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02964,DRUG INCIDENT,2020,2020-10-09 17:05:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#20-02963,SUICIDE ATTEMPT,2020,2020-10-09 16:32:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-02961,PARKING COMPLAINT,2020,2020-10-09 04:18:00,WVU UNIVERSITY PARK APARTMENTS - EAST,"480 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-02960,DESTRUCTION OF PROPERTY,2020,2020-10-09 02:45:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#20-02959,DESTRUCTION OF PROPERTY,2020,2020-10-09 02:28:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#20-02958,"TRAFFIC STOP, 1054",2020,2020-10-09 02:11:00,,"NORTH HIGH ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Warning
#20-02956,"TRAFFIC STOP, 1054",2020,2020-10-09 00:16:00,,"WILLEY ST / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-02945,REFUSAL TO LEAVE,2020,2020-10-03 05:21:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Closed - Resolved
#20-03009,DRUG INCIDENT,2020,2020-10-12 17:11:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Unfounded
#20-03006,VEHICLE TOW,2020,2020-10-12 09:37:00,WVU Area 48 (ERC) ,"39.648510, -79.965258",Vehicle- Impounded
#20-03004,ASSIST EMS POLICE,2020,2020-10-12 05:31:00,,"70 NEWTON AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03002,ASSIST EMS POLICE,2020,2020-10-12 02:15:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-02957,DRUG INCIDENT,2020,2020-10-09 00:43:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#20-02940,ROBBERY,2020,2020-10-07 03:28:00,,"mountaineer station, MORGANTOWN, WV 26501",Unfounded
#20-02871,DRUG INCIDENT,2020,2020-10-02 01:32:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Clear by Arrest
#20-03018,DRUG INCIDENT,2020,2020-10-13 20:11:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#20-03017,"TRAFFIC STOP, 1054",2020,2020-10-13 20:03:00,,"VAN VOORHIS RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-03016,AREA PATROL,2020,2020-10-13 14:22:00,,"Price Street, MORGANTOWN, WV 26501",Unfounded
#20-03015,BACK TICKET TOW,2020,2020-10-13 13:35:00,WVU Area 29 (Knapp),"39.632515, -79.956953, MORGANTOWN",Vehicle- Impounded
#20-03014,INFORMATION REPORT,2020,2020-10-13 12:59:00,WVU POLICE DEPARTMENT,"992 ELMER PRINCE DR, MORGANTOWN, WV",Closed - Unresolved
#20-03013,FIRE ALARM,2020,2020-10-13 12:42:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03012,BURGLAR ALARM,2020,2020-10-13 10:56:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03011,DRUG INCIDENT,2020,2020-10-12 21:03:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Clear by Warning
#20-03010,INDECENT EXPOSURE,2020,2020-10-12 20:05:00,LITTLE GENERAL VAN VOORHIS,"1157 VAN VOORHIS RD, MORGANTOWN, WV",Closed - Resolved
#20-02864,DESTRUCTION OF PROPERTY,2020,2020-10-01 12:31:00,WVU PRESIDENTS HOUSE,"948 RIVERVIEW DR, MORGANTOWN, WV 26501",Inactive
#20-03026,"TRAFFIC STOP, 1054",2020,2020-10-14 22:04:00,,"OAKLAND ST / HARDING AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-03025,DRUG INCIDENT,2020,2020-10-14 21:35:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Clear by Citation
#20-03024,FIRE ALARM,2020,2020-10-14 18:38:00,WVU BUSINESS AND ECONOMICS BUILDING,"1601 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03023,TALK WITH OFFICER,2020,2020-10-14 18:06:00,WVU STALNAKER HALL,"691 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-03022,SUICIDE ATTEMPT,2020,2020-10-14 18:22:00,WVU LINCOLN HALL,"1014 RAWLEY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03020,ASSIST FIRE DEPT POLICE,2020,2020-10-14 14:56:00,STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Unfounded
#20-03019,WELFARE CHECK,2020,2020-10-14 08:39:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-03008,TALK WITH OFFICER,2020,2020-10-12 13:35:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Report only
#20-03005,ASSIST EMS POLICE,2020,2020-10-12 07:29:00,WVU ONE WATERFRONT PLACE,"1 WATERFRONT PL, MORGANTOWN, WV",Closed - Resolved
#20-02962,"TRAFFIC STOP, 1054",2020,2020-10-09 12:01:00,,"NORTH SPRUCE ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Warning
#20-03033,DRUG INCIDENT,2020,2020-10-15 21:07:00,WVU BENNETT TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#20-03032,FIRE ALARM,2020,2020-10-15 20:43:00,WVU ELIZABETH MOORE HALL,"1507 UNIVERSITY AVE, MORGANTOWN, WV",Closed - Resolved
#20-03031,ASSIST EMS POLICE,2020,2020-10-15 16:59:00,WVU REC CENTER,"2001 REC CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03029,BURGLAR ALARM,2020,2020-10-15 12:15:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03028,SUSPICIOUS EVENT,2020,2020-10-15 08:42:00,WVU ARNOLD HALL,"650 PRICE ST, MORGANTOWN, WV 26501",Report only
#20-03027,ASSIST EMS POLICE,2020,2020-10-15 07:40:00,WVU BOOKSTORE,"1501 UNIVERSITY AVE, MORGANTOWN, WV",Closed - Resolved
#20-03007,SUSPICIOUS EVENT,2020,2020-10-09 11:00:00,WVU ROADS AND GROUNDS BUILDING,"840 CHESTNUT RIDGE RD, MORGANTOWN, WV 26501",Inactive
#20-02912,DESTRUCTION OF PROPERTY,2020,2020-10-05 12:02:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Under Investigation
#20-03064,"TRAFFIC STOP, 1054",2020,2020-10-18 21:47:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-03062,DRUG INCIDENT,2020,2020-10-18 19:02:00,WVU UNIVERSITY PARK APARTMENTS - EAST,"480 OAKLAND ST, MORGANTOWN, WV 26501",Unfounded
#20-03061,BREAKING AND ENTERING,2020,2020-10-18 17:04:00,CLEAR MOUNTAIN BANK SUNCREST,"1085 VAN VOORHIS RD, MORGANTOWN, WV 26501",Clear by Arrest
#20-03060,PARTY/GATHERING,2020,2020-10-18 15:41:00,WVU REC CENTER,"2001 REC CENTER DR, MORGANTOWN, WV 26501",Unfounded
#20-03059,ASSIST EMS POLICE,2020,2020-10-18 03:41:00,WVU SENECA HALL,"2151 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03058,"TRAFFIC STOP, 1054",2020,2020-10-18 02:13:00,,"PATTESON DR / MONONGAHELA BLVD, MORGANTOWN, WV 26501",Clear by Warning
#20-03057,"TRAFFIC STOP, 1054",2020,2020-10-18 01:22:00,,"NORTH HIGH ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Citation
#20-03056,"MOTORIST ASSIST, S20",2020,2020-10-17 22:44:00,,"PROSPECT ST, MORGANTOWN, WV 26505",Closed - Resolved
#20-03055,"TRAFFIC STOP, 1054",2020,2020-10-17 22:37:00,,"NORTH HIGH ST / PROSPECT ST, MORGANTOWN, WV 26501",Clear by Warning
#20-03054,"TRAFFIC STOP, 1054",2020,2020-10-17 21:59:00,,"FALLING RUN RD / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-03053,"TRAFFIC STOP, 1054",2020,2020-10-17 21:17:00,,"N WILLEY ST / COLLEGE AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-03052,"TRAFFIC STOP, 1054",2020,2020-10-17 20:34:00,,"RAWLEY AVE / EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Citation
#20-03051,"TRAFFIC STOP, 1054",2020,2020-10-17 19:46:00,,"NORTH HIGH ST / WILLEY ST, MORGANTOWN, WV 26501",Clear by Warning
#20-03050,PUBLIC INTOX,2020,2020-10-17 15:52:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03049,ASSIST EMS POLICE,2020,2020-10-17 15:50:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03048,PARTY/GATHERING,2020,2020-10-17 15:43:00,,"780 NORTH SPRUCE ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-03047,PUBLIC INTOX,2020,2020-10-17 15:27:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Clear by Arrest
#20-03046,INDECENT EXPOSURE,2020,2020-10-17 14:59:00,LIGHT BLUE LOT,"0 WILLOWDALE RD, MORGANTOWN, WV",Clear by Warning
#20-03045,ABCC VIOLATION,2020,2020-10-17 14:38:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Clear by Warning
#20-03044,DISTURBANCE,2020,2020-10-17 14:24:00,WVU STADIUM,"3 ERRETT RODGERS DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03043,TALK WITH OFFICER,2020,2020-10-17 02:29:00,PI KAPPA ALPHA FRATERITY,"225 BELMAR AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03042,PARTY/GATHERING,2020,2020-10-17 03:06:00,,309 BELMAR AVE,Closed - Resolved
#20-03041,ABCC VIOLATION,2020,2020-10-17 01:50:00,WVU HONORS HALL,"250 SECOND ST, MORGANTOWN, WV",Clear by Warning
#20-03039,PARTY/GATHERING,2020,2020-10-16 21:27:00,,"224 BELMAR AVE, MORGANTOWN, WV 26501",Unfounded
#20-03038,ASSIST EMS POLICE,2020,2020-10-16 21:29:00,WVU UNIVERSITY PARK APARTMENTS - EAST,"480 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-03037,WEAPONS COMPLAINT,2020,2020-10-16 15:59:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03036,ALARM CONDITION,2020,2020-10-16 16:05:00,WVU ART MUSEUM OF WVU,"2 FINE ARTS DR, MORGANTOWN, WV",Closed - Resolved
#20-03035,DRUG INCIDENT,2020,2020-10-16 14:51:00,WVU UNIVERSITY PARK APARTMENTS - EAST,"480 OAKLAND ST, MORGANTOWN, WV 26501",Unfounded
#20-03034,ASSIST EMS POLICE,2020,2020-10-16 11:26:00,WVU HONORS HALL,"250 SECOND ST, MORGANTOWN, WV",Closed - Resolved
#20-03072,"TRAFFIC STOP, 1054",2020,2020-10-19 21:07:00,,"UNIVERSITY AVE / OAKLAND ST, MORGANTOWN, WV 26501",Clear by Warning
#20-03071,VEHICLE ACCIDENT,2020,2020-10-19 20:00:00,WVU Area 30H (College Park),"39.636768, -79.946179, MORGANTOWN, WV 26506",Closed - Resolved
#20-03070,FRAUD,2020,2020-10-19 19:00:00,WVU BOREMAN SOUTH,"600 NORTH HIGH ST, MORGANTOWN, WV 26501",Report only
#20-03069,HIT AND RUN,2020,2020-10-19 14:01:00,WVU LAW SCHOOL,"1 LAW CENTER DR, MORGANTOWN, WV 26501",Inactive
#20-03066,BACK TICKET TOW,2020,2020-10-19 09:55:00,WVU Area 1 (White Hall),"39.632691, -79.955148",Vehicle- Impounded
#20-03086,DRUG INCIDENT,2020,2020-10-20 21:12:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#20-03085,DRUG INCIDENT,2020,2020-10-20 21:08:00,WVU LYON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Unfounded
#20-03084,FIRE ALARM,2020,2020-10-20 19:42:00,WVU STALNAKER HALL,"691 NORTH HIGH ST, MORGANTOWN, WV 26501",Report only
#20-03083,"TRAFFIC STOP, 1054",2020,2020-10-20 19:30:00,,"UNIVERSITY AVE / EVANSDALE DR, MORGANTOWN, WV 26501",Clear by Warning
#20-03082,FIRE ALARM,2020,2020-10-20 19:25:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Report only
#20-03081,FIRE ALARM,2020,2020-10-20 19:05:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Report only
#20-03080,"TRAFFIC STOP, 1054",2020,2020-10-20 18:26:00,,"EVANSDALE DR / UNIVERSITY AVE, MORGANTOWN, WV 26501",Clear by Citation
#20-03079,TALK WITH OFFICER,2020,2020-10-20 12:38:00,WVU REC CENTER,"2001 REC CENTER DR, MORGANTOWN, WV 26501",Inactive
#20-03077,BACK TICKET TOW,2020,2020-10-20 10:00:00,WVU SHORT TERM 2 (MOUNTAINLAIR),"39.634049, -79.953009, MORGANTOWN, WV 26501",Vehicle- Impounded
#20-03076,LARCENY,2020,2020-10-20 07:39:00,WVU STANSBURY HALL,"83 BEECHURST AVE, MORGANTOWN, WV 26501",Inactive
#20-03075,DESTRUCTION OF PROPERTY,2020,2020-10-20 03:46:00,WVU DADISMAN HALL,"693 NORTH HIGH ST, MORGANTOWN, WV",Inactive
#20-03073,HARASSMENT,2020,2020-10-20 00:50:00,WVU BOREMAN NORTH,"602 NORTH HIGH ST, MORGANTOWN, WV 26501",Closed - Lack of leads
#20-03040,LARCENY FROM A VEHICLE,2020,2020-10-16 16:56:00,WVU Area 201 (Law School/Stadium) ,"39.646126, -79.955498",Closed - Lack of leads
#20-03030,DESTRUCTION OF PROPERTY,2020,2020-10-15 14:36:00,WVU EVANSDALE CROSSING,"62 MORRILL WAY, MORGANTOWN, WV",Active
#20-03097,FIRE ALARM,2020,2020-10-21 20:12:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03096,FIRE ALARM,2020,2020-10-21 19:56:00,WVU HONORS HALL,"250 SECOND ST, MORGANTOWN, WV",Closed - Resolved
#20-03095,WELFARE CHECK,2020,2020-10-21 18:23:00,,"311 beechurst ave, MORGANTOWN, WV 26501",Report only
#20-03094,FIRE ALARM,2020,2020-10-21 19:30:00,WVU UNIVERSITY PLACE NORTH,"2161 UNIVERSITY AVE, MORGANTOWN, WV 26501",Closed - Resolved
#20-03093,FRAUD,2020,2020-10-21 18:40:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Unresolved
#20-03092,ASSIST EMS POLICE,2020,2020-10-21 18:09:00,WVU MOUNTAINEER STATION,"1112 VAN VOORHIS RD, MORGANTOWN, WV",Closed - Resolved
#20-03091,ASSIST EMS POLICE,2020,2020-10-21 14:37:00,WVU POLICE DEPARTMENT,"992 ELMER PRINCE DR, MORGANTOWN, WV",Closed - Resolved
#20-03090,ASSIST EMS POLICE,2020,2020-10-21 14:15:00,WVU BRAXTON TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Report only
#20-03089,AUTO TAMPERING,2020,2020-10-21 13:30:00,WVU Area 30U (College Park),"39.637510,-79.943520, MORGANTOWN",Inactive
#20-03088,BACK TICKET TOW,2020,2020-10-21 12:19:00,WVU Area 3 (Falling Run),"39.638679, -79.950396, MORGANTOWN",Vehicle- Impounded
#20-03087,SUSPICIOUS EVENT,2020,2020-10-21 07:36:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03078,BACK TICKET TOW,2020,2020-10-20 10:50:00,WVU Area 40 NRCCE ,"39.644635, -79.972324",Vehicle- NOT Impounded
#20-03111,FIRE ALARM,2020,2020-10-22 23:35:00,WVU MILAN PUSKAR CENTER,"1 ERRETT RODGERS DR, MORGANTOWN, WV",Closed - Resolved
#20-03110,DRUG INCIDENT,2020,2020-10-22 20:58:00,WVU SUMMIT HALL,"211 GRANT AVE, MORGANTOWN, WV 26501",Unfounded
#20-03109,FIRE ALARM,2020,2020-10-22 20:28:00,WVU BROOKE TOWER,"356 EVANSDALE DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03108,FIRE ALARM,2020,2020-10-22 19:48:00,WVU UNIVERSITY PARK APARTMENTS - EAST,"480 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-03107,FIRE ALARM,2020,2020-10-22 19:31:00,WVU OAKLAND HALL-EAST,"438 OAKLAND ST, MORGANTOWN, WV 26501",Closed - Resolved
#20-03106,LARCENY,2020,2020-10-22 18:25:00,WVU LINCOLN HALL,"1014 RAWLEY AVE, MORGANTOWN, WV 26501",Inactive
#20-03105,ASSIST EMS POLICE,2020,2020-10-22 16:36:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03104,BURGLAR ALARM,2020,2020-10-22 13:29:00,HEALTH SCIENCE CENTER,"64 MEDICAL CENTER DR, MORGANTOWN, WV 26501",Closed - Resolved
#20-03100,WELFARE CHECK,2020,2020-10-22 04:36:00,WVU VANDALIA HALL BLUE,"51 FALLING RUN RD, MORGANTOWN, WV 26501",Inactive
#20-03099,ABCC VIOLATION,2020,2020-10-22 02:29:00,WVU LINCOLN HALL,"1014 RAWLEY AVE, MORGANTOWN, WV 26501",Clear by Warning
#20-03098,"TRAFFIC STOP, 1054",2020,2020-10-22 01:05:00,,"BEECHURST AVE / CAMPUS DR, MORGANTOWN, WV 26501",Clear by Citation
#20-03153,"TRAFFIC STOP, 1054",2020,2020-10-25 18:13:00,,"UNIVERSITY AVE / VAN VOORHIS RD, MORGANTOWN, WV 26501",Clear by Warning
#20-03152,GRAND LARCENY,2020,2020-10-23 22:00:00,,"678 NORTH SPRUCE ST UNIT A, MORGANTOWN, WV 26501",Forward to Investigations
